user_id,LoadDateTimeStamp,RecordSource
1,2019-12-09 13:40:32,kaggle
2,2019-12-09 13:40:32,kaggle
3,2019-12-09 13:40:32,kaggle
4,2019-12-09 13:40:32,kaggle
5,2019-12-09 13:40:32,kaggle
6,2019-12-09 13:40:32,kaggle
7,2019-12-09 13:40:32,kaggle
8,2019-12-09 13:40:32,kaggle
9,2019-12-09 13:40:32,kaggle
10,2019-12-09 13:40:32,kaggle
11,2019-12-09 13:40:32,kaggle
12,2019-12-09 13:40:32,kaggle
13,2019-12-09 13:40:32,kaggle
14,2019-12-09 13:40:32,kaggle
15,2019-12-09 13:40:32,kaggle
16,2019-12-09 13:40:32,kaggle
17,2019-12-09 13:40:32,kaggle
18,2019-12-09 13:40:32,kaggle
19,2019-12-09 13:40:32,kaggle
20,2019-12-09 13:40:32,kaggle
21,2019-12-09 13:40:32,kaggle
22,2019-12-09 13:40:32,kaggle
23,2019-12-09 13:40:32,kaggle
24,2019-12-09 13:40:32,kaggle
25,2019-12-09 13:40:32,kaggle
26,2019-12-09 13:40:32,kaggle
27,2019-12-09 13:40:32,kaggle
28,2019-12-09 13:40:32,kaggle
29,2019-12-09 13:40:32,kaggle
30,2019-12-09 13:40:32,kaggle
31,2019-12-09 13:40:32,kaggle
32,2019-12-09 13:40:32,kaggle
33,2019-12-09 13:40:32,kaggle
34,2019-12-09 13:40:32,kaggle
35,2019-12-09 13:40:32,kaggle
36,2019-12-09 13:40:32,kaggle
37,2019-12-09 13:40:32,kaggle
38,2019-12-09 13:40:32,kaggle
39,2019-12-09 13:40:32,kaggle
40,2019-12-09 13:40:32,kaggle
41,2019-12-09 13:40:32,kaggle
42,2019-12-09 13:40:32,kaggle
43,2019-12-09 13:40:32,kaggle
44,2019-12-09 13:40:32,kaggle
45,2019-12-09 13:40:32,kaggle
46,2019-12-09 13:40:32,kaggle
47,2019-12-09 13:40:32,kaggle
48,2019-12-09 13:40:32,kaggle
49,2019-12-09 13:40:32,kaggle
50,2019-12-09 13:40:32,kaggle
51,2019-12-09 13:40:32,kaggle
52,2019-12-09 13:40:32,kaggle
53,2019-12-09 13:40:32,kaggle
54,2019-12-09 13:40:32,kaggle
55,2019-12-09 13:40:32,kaggle
56,2019-12-09 13:40:32,kaggle
57,2019-12-09 13:40:32,kaggle
58,2019-12-09 13:40:32,kaggle
59,2019-12-09 13:40:32,kaggle
60,2019-12-09 13:40:32,kaggle
61,2019-12-09 13:40:32,kaggle
62,2019-12-09 13:40:32,kaggle
63,2019-12-09 13:40:32,kaggle
64,2019-12-09 13:40:32,kaggle
65,2019-12-09 13:40:32,kaggle
66,2019-12-09 13:40:32,kaggle
67,2019-12-09 13:40:32,kaggle
68,2019-12-09 13:40:32,kaggle
69,2019-12-09 13:40:32,kaggle
70,2019-12-09 13:40:32,kaggle
71,2019-12-09 13:40:32,kaggle
72,2019-12-09 13:40:32,kaggle
73,2019-12-09 13:40:32,kaggle
74,2019-12-09 13:40:32,kaggle
75,2019-12-09 13:40:32,kaggle
76,2019-12-09 13:40:32,kaggle
77,2019-12-09 13:40:32,kaggle
78,2019-12-09 13:40:32,kaggle
79,2019-12-09 13:40:32,kaggle
80,2019-12-09 13:40:32,kaggle
81,2019-12-09 13:40:32,kaggle
82,2019-12-09 13:40:32,kaggle
83,2019-12-09 13:40:32,kaggle
84,2019-12-09 13:40:32,kaggle
85,2019-12-09 13:40:32,kaggle
86,2019-12-09 13:40:32,kaggle
87,2019-12-09 13:40:32,kaggle
88,2019-12-09 13:40:32,kaggle
89,2019-12-09 13:40:32,kaggle
90,2019-12-09 13:40:32,kaggle
91,2019-12-09 13:40:32,kaggle
92,2019-12-09 13:40:32,kaggle
93,2019-12-09 13:40:32,kaggle
94,2019-12-09 13:40:32,kaggle
95,2019-12-09 13:40:32,kaggle
96,2019-12-09 13:40:32,kaggle
97,2019-12-09 13:40:32,kaggle
98,2019-12-09 13:40:32,kaggle
99,2019-12-09 13:40:32,kaggle
100,2019-12-09 13:40:32,kaggle
101,2019-12-09 13:40:32,kaggle
102,2019-12-09 13:40:32,kaggle
103,2019-12-09 13:40:32,kaggle
104,2019-12-09 13:40:32,kaggle
105,2019-12-09 13:40:32,kaggle
106,2019-12-09 13:40:32,kaggle
107,2019-12-09 13:40:32,kaggle
108,2019-12-09 13:40:32,kaggle
109,2019-12-09 13:40:32,kaggle
110,2019-12-09 13:40:32,kaggle
111,2019-12-09 13:40:32,kaggle
112,2019-12-09 13:40:32,kaggle
113,2019-12-09 13:40:32,kaggle
114,2019-12-09 13:40:32,kaggle
115,2019-12-09 13:40:32,kaggle
116,2019-12-09 13:40:32,kaggle
117,2019-12-09 13:40:32,kaggle
118,2019-12-09 13:40:32,kaggle
119,2019-12-09 13:40:32,kaggle
120,2019-12-09 13:40:32,kaggle
121,2019-12-09 13:40:32,kaggle
122,2019-12-09 13:40:32,kaggle
123,2019-12-09 13:40:32,kaggle
124,2019-12-09 13:40:32,kaggle
125,2019-12-09 13:40:32,kaggle
126,2019-12-09 13:40:32,kaggle
127,2019-12-09 13:40:32,kaggle
128,2019-12-09 13:40:32,kaggle
129,2019-12-09 13:40:32,kaggle
130,2019-12-09 13:40:32,kaggle
131,2019-12-09 13:40:32,kaggle
132,2019-12-09 13:40:32,kaggle
133,2019-12-09 13:40:32,kaggle
134,2019-12-09 13:40:32,kaggle
135,2019-12-09 13:40:32,kaggle
136,2019-12-09 13:40:32,kaggle
137,2019-12-09 13:40:32,kaggle
138,2019-12-09 13:40:32,kaggle
139,2019-12-09 13:40:32,kaggle
140,2019-12-09 13:40:32,kaggle
141,2019-12-09 13:40:32,kaggle
142,2019-12-09 13:40:32,kaggle
143,2019-12-09 13:40:32,kaggle
144,2019-12-09 13:40:32,kaggle
145,2019-12-09 13:40:32,kaggle
146,2019-12-09 13:40:32,kaggle
147,2019-12-09 13:40:32,kaggle
148,2019-12-09 13:40:32,kaggle
149,2019-12-09 13:40:32,kaggle
150,2019-12-09 13:40:32,kaggle
151,2019-12-09 13:40:32,kaggle
152,2019-12-09 13:40:32,kaggle
153,2019-12-09 13:40:32,kaggle
154,2019-12-09 13:40:32,kaggle
155,2019-12-09 13:40:32,kaggle
156,2019-12-09 13:40:32,kaggle
157,2019-12-09 13:40:32,kaggle
158,2019-12-09 13:40:32,kaggle
159,2019-12-09 13:40:32,kaggle
160,2019-12-09 13:40:32,kaggle
161,2019-12-09 13:40:32,kaggle
162,2019-12-09 13:40:32,kaggle
163,2019-12-09 13:40:32,kaggle
164,2019-12-09 13:40:32,kaggle
165,2019-12-09 13:40:32,kaggle
166,2019-12-09 13:40:32,kaggle
167,2019-12-09 13:40:32,kaggle
168,2019-12-09 13:40:32,kaggle
169,2019-12-09 13:40:32,kaggle
170,2019-12-09 13:40:32,kaggle
171,2019-12-09 13:40:32,kaggle
172,2019-12-09 13:40:32,kaggle
173,2019-12-09 13:40:32,kaggle
174,2019-12-09 13:40:32,kaggle
175,2019-12-09 13:40:32,kaggle
176,2019-12-09 13:40:32,kaggle
177,2019-12-09 13:40:32,kaggle
178,2019-12-09 13:40:32,kaggle
179,2019-12-09 13:40:32,kaggle
180,2019-12-09 13:40:32,kaggle
181,2019-12-09 13:40:32,kaggle
182,2019-12-09 13:40:32,kaggle
183,2019-12-09 13:40:32,kaggle
184,2019-12-09 13:40:32,kaggle
185,2019-12-09 13:40:32,kaggle
186,2019-12-09 13:40:32,kaggle
187,2019-12-09 13:40:32,kaggle
188,2019-12-09 13:40:32,kaggle
189,2019-12-09 13:40:32,kaggle
190,2019-12-09 13:40:32,kaggle
191,2019-12-09 13:40:32,kaggle
192,2019-12-09 13:40:32,kaggle
193,2019-12-09 13:40:32,kaggle
194,2019-12-09 13:40:32,kaggle
195,2019-12-09 13:40:32,kaggle
196,2019-12-09 13:40:32,kaggle
197,2019-12-09 13:40:32,kaggle
198,2019-12-09 13:40:32,kaggle
199,2019-12-09 13:40:32,kaggle
200,2019-12-09 13:40:32,kaggle
201,2019-12-09 13:40:32,kaggle
202,2019-12-09 13:40:32,kaggle
203,2019-12-09 13:40:32,kaggle
204,2019-12-09 13:40:32,kaggle
205,2019-12-09 13:40:32,kaggle
206,2019-12-09 13:40:32,kaggle
207,2019-12-09 13:40:32,kaggle
208,2019-12-09 13:40:32,kaggle
209,2019-12-09 13:40:32,kaggle
210,2019-12-09 13:40:32,kaggle
211,2019-12-09 13:40:32,kaggle
212,2019-12-09 13:40:32,kaggle
213,2019-12-09 13:40:32,kaggle
214,2019-12-09 13:40:32,kaggle
215,2019-12-09 13:40:32,kaggle
216,2019-12-09 13:40:32,kaggle
217,2019-12-09 13:40:32,kaggle
218,2019-12-09 13:40:32,kaggle
219,2019-12-09 13:40:32,kaggle
220,2019-12-09 13:40:32,kaggle
221,2019-12-09 13:40:32,kaggle
222,2019-12-09 13:40:32,kaggle
223,2019-12-09 13:40:32,kaggle
224,2019-12-09 13:40:32,kaggle
225,2019-12-09 13:40:32,kaggle
226,2019-12-09 13:40:32,kaggle
227,2019-12-09 13:40:32,kaggle
228,2019-12-09 13:40:32,kaggle
229,2019-12-09 13:40:32,kaggle
230,2019-12-09 13:40:32,kaggle
231,2019-12-09 13:40:32,kaggle
232,2019-12-09 13:40:32,kaggle
233,2019-12-09 13:40:32,kaggle
234,2019-12-09 13:40:32,kaggle
235,2019-12-09 13:40:32,kaggle
236,2019-12-09 13:40:32,kaggle
237,2019-12-09 13:40:32,kaggle
238,2019-12-09 13:40:32,kaggle
239,2019-12-09 13:40:32,kaggle
240,2019-12-09 13:40:32,kaggle
241,2019-12-09 13:40:32,kaggle
242,2019-12-09 13:40:32,kaggle
243,2019-12-09 13:40:32,kaggle
244,2019-12-09 13:40:32,kaggle
245,2019-12-09 13:40:32,kaggle
246,2019-12-09 13:40:32,kaggle
247,2019-12-09 13:40:32,kaggle
248,2019-12-09 13:40:32,kaggle
249,2019-12-09 13:40:32,kaggle
250,2019-12-09 13:40:32,kaggle
251,2019-12-09 13:40:32,kaggle
252,2019-12-09 13:40:32,kaggle
253,2019-12-09 13:40:32,kaggle
254,2019-12-09 13:40:32,kaggle
255,2019-12-09 13:40:32,kaggle
256,2019-12-09 13:40:32,kaggle
257,2019-12-09 13:40:32,kaggle
258,2019-12-09 13:40:32,kaggle
259,2019-12-09 13:40:32,kaggle
260,2019-12-09 13:40:32,kaggle
261,2019-12-09 13:40:32,kaggle
262,2019-12-09 13:40:32,kaggle
263,2019-12-09 13:40:32,kaggle
264,2019-12-09 13:40:32,kaggle
265,2019-12-09 13:40:32,kaggle
266,2019-12-09 13:40:32,kaggle
267,2019-12-09 13:40:32,kaggle
268,2019-12-09 13:40:32,kaggle
269,2019-12-09 13:40:32,kaggle
270,2019-12-09 13:40:32,kaggle
271,2019-12-09 13:40:32,kaggle
272,2019-12-09 13:40:32,kaggle
273,2019-12-09 13:40:32,kaggle
274,2019-12-09 13:40:32,kaggle
275,2019-12-09 13:40:32,kaggle
276,2019-12-09 13:40:32,kaggle
277,2019-12-09 13:40:32,kaggle
278,2019-12-09 13:40:32,kaggle
279,2019-12-09 13:40:32,kaggle
280,2019-12-09 13:40:32,kaggle
281,2019-12-09 13:40:32,kaggle
282,2019-12-09 13:40:32,kaggle
283,2019-12-09 13:40:32,kaggle
284,2019-12-09 13:40:32,kaggle
285,2019-12-09 13:40:32,kaggle
286,2019-12-09 13:40:32,kaggle
287,2019-12-09 13:40:32,kaggle
288,2019-12-09 13:40:32,kaggle
289,2019-12-09 13:40:32,kaggle
290,2019-12-09 13:40:32,kaggle
291,2019-12-09 13:40:32,kaggle
292,2019-12-09 13:40:32,kaggle
293,2019-12-09 13:40:32,kaggle
294,2019-12-09 13:40:32,kaggle
295,2019-12-09 13:40:32,kaggle
296,2019-12-09 13:40:32,kaggle
297,2019-12-09 13:40:32,kaggle
298,2019-12-09 13:40:32,kaggle
299,2019-12-09 13:40:32,kaggle
300,2019-12-09 13:40:32,kaggle
301,2019-12-09 13:40:32,kaggle
302,2019-12-09 13:40:32,kaggle
303,2019-12-09 13:40:32,kaggle
304,2019-12-09 13:40:32,kaggle
305,2019-12-09 13:40:32,kaggle
306,2019-12-09 13:40:32,kaggle
307,2019-12-09 13:40:32,kaggle
308,2019-12-09 13:40:32,kaggle
309,2019-12-09 13:40:32,kaggle
310,2019-12-09 13:40:32,kaggle
311,2019-12-09 13:40:32,kaggle
312,2019-12-09 13:40:32,kaggle
313,2019-12-09 13:40:32,kaggle
314,2019-12-09 13:40:32,kaggle
315,2019-12-09 13:40:32,kaggle
316,2019-12-09 13:40:32,kaggle
317,2019-12-09 13:40:32,kaggle
318,2019-12-09 13:40:32,kaggle
319,2019-12-09 13:40:32,kaggle
320,2019-12-09 13:40:32,kaggle
321,2019-12-09 13:40:32,kaggle
322,2019-12-09 13:40:32,kaggle
323,2019-12-09 13:40:32,kaggle
324,2019-12-09 13:40:32,kaggle
325,2019-12-09 13:40:32,kaggle
326,2019-12-09 13:40:32,kaggle
327,2019-12-09 13:40:32,kaggle
328,2019-12-09 13:40:32,kaggle
329,2019-12-09 13:40:32,kaggle
330,2019-12-09 13:40:32,kaggle
331,2019-12-09 13:40:32,kaggle
332,2019-12-09 13:40:32,kaggle
333,2019-12-09 13:40:32,kaggle
334,2019-12-09 13:40:32,kaggle
335,2019-12-09 13:40:32,kaggle
336,2019-12-09 13:40:32,kaggle
337,2019-12-09 13:40:32,kaggle
338,2019-12-09 13:40:32,kaggle
339,2019-12-09 13:40:32,kaggle
340,2019-12-09 13:40:32,kaggle
341,2019-12-09 13:40:32,kaggle
342,2019-12-09 13:40:32,kaggle
343,2019-12-09 13:40:32,kaggle
344,2019-12-09 13:40:32,kaggle
345,2019-12-09 13:40:32,kaggle
346,2019-12-09 13:40:32,kaggle
347,2019-12-09 13:40:32,kaggle
348,2019-12-09 13:40:32,kaggle
349,2019-12-09 13:40:32,kaggle
350,2019-12-09 13:40:32,kaggle
351,2019-12-09 13:40:32,kaggle
352,2019-12-09 13:40:32,kaggle
353,2019-12-09 13:40:32,kaggle
354,2019-12-09 13:40:32,kaggle
355,2019-12-09 13:40:32,kaggle
356,2019-12-09 13:40:32,kaggle
357,2019-12-09 13:40:32,kaggle
358,2019-12-09 13:40:32,kaggle
359,2019-12-09 13:40:32,kaggle
360,2019-12-09 13:40:32,kaggle
361,2019-12-09 13:40:32,kaggle
362,2019-12-09 13:40:32,kaggle
363,2019-12-09 13:40:32,kaggle
364,2019-12-09 13:40:32,kaggle
365,2019-12-09 13:40:32,kaggle
366,2019-12-09 13:40:32,kaggle
367,2019-12-09 13:40:32,kaggle
368,2019-12-09 13:40:32,kaggle
369,2019-12-09 13:40:32,kaggle
370,2019-12-09 13:40:32,kaggle
371,2019-12-09 13:40:32,kaggle
372,2019-12-09 13:40:32,kaggle
373,2019-12-09 13:40:32,kaggle
374,2019-12-09 13:40:32,kaggle
375,2019-12-09 13:40:32,kaggle
376,2019-12-09 13:40:32,kaggle
377,2019-12-09 13:40:32,kaggle
378,2019-12-09 13:40:32,kaggle
379,2019-12-09 13:40:32,kaggle
380,2019-12-09 13:40:32,kaggle
381,2019-12-09 13:40:32,kaggle
382,2019-12-09 13:40:32,kaggle
383,2019-12-09 13:40:32,kaggle
384,2019-12-09 13:40:32,kaggle
385,2019-12-09 13:40:32,kaggle
386,2019-12-09 13:40:32,kaggle
387,2019-12-09 13:40:32,kaggle
388,2019-12-09 13:40:32,kaggle
389,2019-12-09 13:40:32,kaggle
390,2019-12-09 13:40:32,kaggle
391,2019-12-09 13:40:32,kaggle
392,2019-12-09 13:40:32,kaggle
393,2019-12-09 13:40:32,kaggle
394,2019-12-09 13:40:32,kaggle
395,2019-12-09 13:40:32,kaggle
396,2019-12-09 13:40:32,kaggle
397,2019-12-09 13:40:32,kaggle
398,2019-12-09 13:40:32,kaggle
399,2019-12-09 13:40:32,kaggle
400,2019-12-09 13:40:32,kaggle
401,2019-12-09 13:40:32,kaggle
402,2019-12-09 13:40:32,kaggle
403,2019-12-09 13:40:32,kaggle
404,2019-12-09 13:40:32,kaggle
405,2019-12-09 13:40:32,kaggle
406,2019-12-09 13:40:32,kaggle
407,2019-12-09 13:40:32,kaggle
408,2019-12-09 13:40:32,kaggle
409,2019-12-09 13:40:32,kaggle
410,2019-12-09 13:40:32,kaggle
411,2019-12-09 13:40:32,kaggle
412,2019-12-09 13:40:32,kaggle
413,2019-12-09 13:40:32,kaggle
414,2019-12-09 13:40:32,kaggle
415,2019-12-09 13:40:32,kaggle
416,2019-12-09 13:40:32,kaggle
417,2019-12-09 13:40:32,kaggle
418,2019-12-09 13:40:32,kaggle
419,2019-12-09 13:40:32,kaggle
420,2019-12-09 13:40:32,kaggle
421,2019-12-09 13:40:32,kaggle
422,2019-12-09 13:40:32,kaggle
423,2019-12-09 13:40:32,kaggle
424,2019-12-09 13:40:32,kaggle
425,2019-12-09 13:40:32,kaggle
426,2019-12-09 13:40:32,kaggle
427,2019-12-09 13:40:32,kaggle
428,2019-12-09 13:40:32,kaggle
429,2019-12-09 13:40:32,kaggle
430,2019-12-09 13:40:32,kaggle
431,2019-12-09 13:40:32,kaggle
432,2019-12-09 13:40:32,kaggle
433,2019-12-09 13:40:32,kaggle
434,2019-12-09 13:40:32,kaggle
435,2019-12-09 13:40:32,kaggle
436,2019-12-09 13:40:32,kaggle
437,2019-12-09 13:40:32,kaggle
438,2019-12-09 13:40:32,kaggle
439,2019-12-09 13:40:32,kaggle
440,2019-12-09 13:40:32,kaggle
441,2019-12-09 13:40:32,kaggle
442,2019-12-09 13:40:32,kaggle
443,2019-12-09 13:40:32,kaggle
444,2019-12-09 13:40:32,kaggle
445,2019-12-09 13:40:32,kaggle
446,2019-12-09 13:40:32,kaggle
447,2019-12-09 13:40:32,kaggle
448,2019-12-09 13:40:32,kaggle
449,2019-12-09 13:40:32,kaggle
450,2019-12-09 13:40:32,kaggle
451,2019-12-09 13:40:32,kaggle
452,2019-12-09 13:40:32,kaggle
453,2019-12-09 13:40:32,kaggle
454,2019-12-09 13:40:32,kaggle
455,2019-12-09 13:40:32,kaggle
456,2019-12-09 13:40:32,kaggle
457,2019-12-09 13:40:32,kaggle
458,2019-12-09 13:40:32,kaggle
459,2019-12-09 13:40:32,kaggle
460,2019-12-09 13:40:32,kaggle
461,2019-12-09 13:40:32,kaggle
462,2019-12-09 13:40:32,kaggle
463,2019-12-09 13:40:32,kaggle
464,2019-12-09 13:40:32,kaggle
465,2019-12-09 13:40:32,kaggle
466,2019-12-09 13:40:32,kaggle
467,2019-12-09 13:40:32,kaggle
468,2019-12-09 13:40:32,kaggle
469,2019-12-09 13:40:32,kaggle
470,2019-12-09 13:40:32,kaggle
471,2019-12-09 13:40:32,kaggle
472,2019-12-09 13:40:32,kaggle
473,2019-12-09 13:40:32,kaggle
474,2019-12-09 13:40:32,kaggle
475,2019-12-09 13:40:32,kaggle
476,2019-12-09 13:40:32,kaggle
477,2019-12-09 13:40:32,kaggle
478,2019-12-09 13:40:32,kaggle
479,2019-12-09 13:40:32,kaggle
480,2019-12-09 13:40:32,kaggle
481,2019-12-09 13:40:32,kaggle
482,2019-12-09 13:40:32,kaggle
483,2019-12-09 13:40:32,kaggle
484,2019-12-09 13:40:32,kaggle
485,2019-12-09 13:40:32,kaggle
486,2019-12-09 13:40:32,kaggle
487,2019-12-09 13:40:32,kaggle
488,2019-12-09 13:40:32,kaggle
489,2019-12-09 13:40:32,kaggle
490,2019-12-09 13:40:32,kaggle
491,2019-12-09 13:40:32,kaggle
492,2019-12-09 13:40:32,kaggle
493,2019-12-09 13:40:32,kaggle
494,2019-12-09 13:40:32,kaggle
495,2019-12-09 13:40:32,kaggle
496,2019-12-09 13:40:32,kaggle
497,2019-12-09 13:40:32,kaggle
498,2019-12-09 13:40:32,kaggle
499,2019-12-09 13:40:32,kaggle
500,2019-12-09 13:40:32,kaggle
501,2019-12-09 13:40:32,kaggle
